Hit	POS	Lemma
überlegenden	ADJA	überlegend
überlegene	ADJA	überlegen
überlegenen	ADJA	überlegen
überlegener	ADJA	überlegen
überlegten	ADJA	überlegt
übermüdete	ADJA	übermüdet
überragende	ADJA	überragend
überragenden	ADJA	überragend
überragendste	ADJA	überragend
überraschten	ADJA	überrascht
überraschten	ADJA	überrascht
überreizten	ADJA	überreizt
überständiger	ADJA	überständig
überzeugungstreuer	ADJA	überzeugungstreu
übrigen	ADJA	übrig
umgänglichen	ADJA	umgänglich
umgefallener	ADJA	umgefallen
umgekommenen	ADJA	umgekommen
umhergeworfenen	ADJA	umhergeworfen
umherirrende	ADJA	umherirrend
umherirrenden	ADJA	umherirrend
umquartierten	ADJA	umquartiert
umständlicher	ADJA	umständlich
umwickelter	ADJA	umwickelt
unabhängige	ADJA	unabhängig
unabhängigen	ADJA	unabhängig
unabhängigen	ADJA	unabhängig
unabhängiger	ADJA	unabhängig
unaufrichtigen	ADJA	unaufrichtig
unausgebildeten	ADJA	unausgebildet
unbedarfte	ADJA	unbedarft
unbedenklicher	ADJA	unbedenklich
unbedeutende	ADJA	unbedeutend
Unbedeutende	NN	unbedeutend
unbedeutenden	ADJA	unbedeutend
unbedeutender	ADJA	unbedeutend
unbedeutender	ADJA	unbedeutend
unbefangene	ADJA	unbefangen
unbefriedigten	ADJA	unbefriedigt
unbekannte	ADJA	unbekannt
unbekannte	ADJA	unbekannt
unbekannten	ADJA	unbekannt
unbekannten	ADJA	unbekannt
unbekannter	ADJA	unbekannt
unbelasteten	ADJA	unbelastet
unbeliebteste	ADJA	unbeliebt
unbequemen	ADJA	unbequem
unbequemer	ADJA	unbequem
unberührte	ADJA	unberührt
unberührten	ADJA	unberührt
unbescholtene	ADJA	unbescholten
unbescholtener	ADJA	unbescholten
unbeschwerter	ADJA	unbeschwert
unbestechlicher	ADJA	unbestechlich
unbeteiligten	ADJA	unbeteiligt
unbeugsamen	ADJA	unbeugsam
unehrenhaften	ADJA	unehrenhaft
unelastischen	ADJA	unelastisch
unentbehrlichen	ADJA	unentbehrlich
unerfahrenen	ADJA	unerfahren
unermüdlichen	ADJA	unermüdlich
unerschrockene	ADJA	unerschrocken
unerschütterlichen	ADJA	unerschütterlich
unerschütterlicher	ADJA	unerschütterlich
unersetzbarer	ADJA	unersetzbar
unfähigen	ADJA	unfähig
unfähiger	ADJA	unfähig
unfeministische	ADJA	unfeministisch
unfreundlichen	ADJA	unfreundlich
ungarische	ADJA	ungarisch
ungarischen	ADJA	ungarisch
ungebildete	ADJA	ungebildet
ungebildeter	ADJA	ungebildet
ungedienter	ADJA	ungedient
ungehorsame	ADJA	ungehorsam
ungelehrter	ADJA	ungelehrt
ungeliebte	ADJA	ungeliebt
ungeliebten	ADJA	ungeliebt
ungeliebter	ADJA	ungeliebt
Ungenutzte	NN	ungenutzt
ungeschickte	ADJA	ungeschickt
ungeschlachte	ADJA	ungeschlacht
ungeschlachter	ADJA	ungeschlacht
ungetreuen	ADJA	ungetreu
ungewöhnliche	ADJA	ungewöhnlich
ungewöhnlichen	ADJA	ungewöhnlich
ungewöhnlicher	ADJA	ungewöhnlich
unglückliche	ADJA	unglücklich
unglückliche	ADJA	unglücklich
unglücklichen	ADJA	unglücklich
unglücklichen	ADJA	unglücklich
unglücklichste	ADJA	unglücklich
unheimliche	ADJA	unheimlich
unheimlichen	ADJA	unheimlich
unhübsche	ADJA	unhübsch
uniformierte	ADJA	uniformiert
Uniformierte	NN	uniformiert
uniformierten	ADJA	uniformiert
uniformierter	ADJA	uniformiert
uninteressante	ADJA	uninteressant
unkatholische	ADJA	unkatholisch
unkomplizierte	ADJA	unkompliziert
unkonventionelle	ADJA	unkonventionell
unkundige	ADJA	unkundig
unkundiger	ADJA	unkundig
unmännliche	ADJA	unmännlich
unmännlicher	ADJA	unmännlich
unmenschlichen	ADJA	unmenschlich
unmilitärischen	ADJA	unmilitärisch
unmondänen	ADJA	unmondän
unmonogamen	ADJA	unmonogam
unparteiischer	ADJA	unparteiisch
unpassende	ADJA	unpassend
unproblematischen	ADJA	unproblematisch
unrepräsentative	ADJA	unrepräsentativ
unruhige	ADJA	unruhig
unscheinbare	ADJA	unscheinbar
unscheinbare	ADJA	unscheinbar
unscheinbarem	ADJA	unscheinbar
unscheinbaren	ADJA	unscheinbar
unscheinbarer	ADJA	unscheinbar
unschöner	ADJA	unschön
unschuldige	ADJA	unschuldig
unschuldigen	ADJA	unschuldig
unschuldigen	ADJA	unschuldig
unschuldiger	ADJA	unschuldig
unseliger	ADJA	unselig
unsolide	ADJA	unsolid
unsre	PPOSAT	DISCARD
unsre	PPOSAT	DISCARD
Unsterbliche	NN	unsterblich
unterbeschäftigter	ADJA	unterbeschäftigt
unterdrückte	VVFIN	unterdrückt
untergeordneten	ADJA	untergeordnet
unternehmende	ADJA	unternehmend
unternehmender	ADJA	unternehmend
unterrichteter	ADJA	unterrichteter
untersetzte	VVFIN	untersetzt
untersetzte	VVFIN	untersetzt
Untersetzter	ADJA	untersetzt
untersetzter	ADJA	untersetzt
unterstellten	ADJA	unterstellt
untersuchende	ADJA	untersuchend
unterworfene	ADJA	unterworfen
unterwürfiger	ADJA	unterwürfig
unterzeichneten	ADJA	unterzeichnet
untreue	ADJA	untreu
untüchtige	ADJA	untüchtig
unvergeßlicher	ADJA	unvergesslich
unvergleichliche	ADJA	unvergleichlich
unverheiratete	ADJA	unverheiratet
Unverheiratete	NN	unverheiratet
unverheirateten	ADJA	unverheiratet
unverheirateten	ADJA	unverheiratet
unverheirateter	ADJA	unverheiratet
unversorgten	ADJA	unversorgt
unverstörter	ADJA	unverstört
unzählige	ADJA	unzählig
unzählige	ADJA	unzählig
unzähligen	ADJA	unzählig
unzähligen	ADJA	unzählig
unzähliger	ADJA	unzählig
üppige	ADJA	üppig
uralte	ADJA	uralt
uralten	ADJA	uralt
uralter	ADJA	uralt
ursprüngliche	ADJA	ursprünglich
urteilenden	ADJA	urteilend
usbek	NE	DISCARD
v.w.	NN	DISCARD
vaninftige	ADJA	vernünftig
vaterländische	ADJA	vaterländisch
vaterländischer	ADJA	vaterländisch
vaterlandsliebender	ADJA	vaterlandsliebend
verabredete	ADJA	verabredet
verächtlichen	ADJA	verächtlich
veränderte	ADJA	verändert
verängstigte	VVFIN	verängstigt
veranlagte	ADJA	veranlagt
veranlagter	ADJA	veranlagter
verantwortliche	ADJA	verantwortlich
verantwortliche	ADJA	verantwortlich
verantwortlichen	ADJA	verantwortlich
verantwortlicher	ADJA	verantwortlich
verantwortungsbewußten	ADJA	verantwortungsbewusst
verärgerten	ADJA	verärgert
verbergende	ADJA	verbergend
verbitterte	ADJA	verbittert
verblendete	ADJA	verblendet
verblendeten	ADJA	verblendet
verborgenen	ADJA	verborgen
Verbraucherrechte	NN	DISCARD
verbrauchter	ADJA	verbraucht
verdächtige	ADJA	verdächtig
verdächtigen	ADJA	verdächtig
verdammenswerter	ADJA	verdammenswert
verderbter	ADJA	verderbt
verdienende	ADJA	verdienend
verdienender	ADJA	verdienender
verdienstvollen	ADJA	verdienstvoll
verdienstvoller	ADJA	verdienstvoller
Verdiente	NN	verdient
verdienten	ADJA	verdient
verdienter	ADJA	verdient
verdorbene	ADJA	verdorben
verdutzte	ADJA	verdutzt
verehrte	ADJA	verehrt
Verehrte	NN	verehrt
verehrten	ADJA	verehrt
verehrten	ADJA	verehrt
Verehrteste	NN	verehrt
verehrungswürdiger	ADJA	verehrungswürdiger
vereinsamten	ADJA	vereinsamt
verfügbare	ADJA	verfügbar
verführten	ADJA	verführt
vergessenen	ADJA	vergessen
vergeßnen	ADJA	vergessen
Vergewaltigte	NN	vergewaltigt
vergnügte	ADJA	vergnügt
vergötterten	ADJA	vergöttert
vergrämte	ADJA	vergrämt
verhafteten	VVFIN	verhaftet
verhäßlichten	ADJA	verhässlicht
verhaßten	ADJA	verhasst
verheiratete	ADJA	verheiratet
verheiratete	ADJA	verheiratet
Verheiratete	NN	verheiratet
verheirateten	ADJA	verheiratet
verheirateten	ADJA	verheiratet
verheirateter	ADJA	verheiratet
verheirateter	ADJA	verheiratet
verheirathete	ADJA	verheiratet
verheiratheten	NN	verheiratet
verheiratheten	NN	verheiratet
verhetzten	ADJA	verhetzt
verhüllten	ADJA	verhüllt
verhungerte	ADJA	verhungert
verhutzelten	ADJA	verhutzelt
verjüngten	ADJA	verjüngt
verkappte	ADJA	verkappt
verkappter	ADJA	verkappt
verklagter	ADJD	verklagt
verknurrten	ADJA	verknurrt
verkommene	ADJA	verkommen
verlassene	ADJA	verlassen
verlassenen	ADJA	verlassen
verlassener	ADJA	verlassener
verlassener	ADJA	verlassener
verläßlicher	ADJA	verlässlich
verlegener	ADJA	verlegen
verletzte	ADJA	verletzt
verliebter	ADJA	verliebt
verliebtesten	ADJA	verliebt
verlockende	ADJA	verlockend
verlorenen	ADJA	verloren
verlorener	ADJA	verloren
verlorner	ADJA	verloren
verlumpten	ADJA	verlumpt
vermißten	ADJA	vermißt
vermißten	ADJA	vermißt
vermögende	ADJA	vermögend
vermögenden	ADJA	vermögend
vermummte	ADJA	vermummt
vermummten	ADJA	vermummt
vernachlässigter	ADJA	vernachlässigt
vernünftige	ADJA	vernünftig
vernünftige	ADJA	vernünftig
vernünftigen	ADJA	vernünftig
vernünftigen	ADJA	vernünftig
vernünftiger	ADJA	vernünftig
vernünftigere	ADJA	vernünftig
verpaßte	ADJA	verpaßt
versammelten	ADJA	versammelt
Verschiedene	NN	DISCARD
verschiedene	ADJA	verschieden
verschiedenen	ADJA	verschieden
verschiedenen	ADJA	verschieden
verschiedener	ADJA	verschieden
verschiedensten	ADJA	verschieden
verschlossene	ADJA	verschlossen
verschrobenen	ADJA	verschroben
verschrumpelte	VVFIN	verschrumpelt
verschüchterte	ADJA	verschüchtert
verschwundene	ADJA	verschwunden
verschwundenen	ADJA	verschwunden
versehene	ADJA	versehen
versehenen	ADJA	versehen
versessenen	ADJA	versessen
versoffener	ADJA	versoffen
verstandenen	ADJA	verstanden
verständige	ADJA	verständig
verständiger	ADJA	verständig
verständnislosen	ADJA	verständnislos
verständnisvolle	ADJA	verständnisvoll
versteckten	ADJA	versteckt
versteckten	VVFIN	versteckt
verstehende	ADJA	verstehend
verstimmten	ADJA	verstimmt
verstorbene	ADJA	verstorben
verstorbenen	ADJA	verstorben
verstorbenen	ADJA	verstorben
verstorbener	ADJA	verstorben
verstörter	ADJA	verstört
versuchten	ADJA	versucht
versunkene	ADJA	versunken
vertiefte	ADJA	vertieft
vertrauenerweckender	ADJA	vertrauenerweckend
vertrauensseligen	ADJA	vertrauensselig
vertrauenswürdiger	ADJA	vertrauenswürdig
vertrauenswürdiger	ADJA	vertrauenswürdig
vertrauten	ADJA	vertraut
verunglückten	ADJA	verunglückt
verunglückten	ADJA	verunglückt
verurteilte	VVFIN	verurteilt
verurteilten	ADJA	verurteilt
verurteilten	ADJA	verurteilt
verwachsener	ADJA	verwachsen
verwahrloste	ADJA	verwahrlost
verwaltungserfahrener	ADJA	verwaltungserfahren
verwegener	ADJA	verwegen
verwickelten	ADJA	verwickelt
verwirrenden	ADJA	verwirrend
verwirrter	ADJA	verwirrt
verwirrter	ADJA	verwirrt
verwitwete	ADJA	verwitwet
verwitweten	ADJA	verwitwet
verwöhnten	ADJA	verwöhnt
verwundete	ADJA	verwundet
verwundeten	ADJA	verwundet
verwundeten	ADJA	verwundet
verzweifelnde	ADJA	verzweifelnd
verzweifelten	ADJA	verzweifelt
vielbeschäftigte	ADJA	vielbeschäftigt
vielbeschäftigter	ADJA	vielbeschäftigt
vielgenannten	ADJA	vielgenannt
vielgeplagten	ADJA	vielgeplagt
vielgeplater	ADJA	vielgeplant
vielgereiste	ADJA	vielgereist
vielhundert	ADJA	vielhundert
vielseitige	ADJA	vielseitig
vielseitigen	ADJA	vielseitig
vielseitiger	ADJA	vielseitig
vierschrötiger	ADJA	vierschrötig
vierte	ADJA	viert
vierte	ADJA	viert
vierten	ADJA	viert
vierten	ADJA	viert
vierundachtzigjähriger	ADJA	n-jährig
vierunddreißigjährige	ADJA	n-jährig
vierundfünfzigjährige	ADJA	n-jährig
vierundvierzigjährigen	ADJA	n-jährig
vierzigjährigen	ADJA	n-jährig
vierzigjähriger	ADJA	n-jährig
vietnamesischen	ADJA	vietnamesisch
vollendete	ADJA	vollendet
vollkommenen	ADJA	vollkommen
vollkräftigen	ADJA	vollkräftig
vollschlanke	ADJA	vollschlank
vollwertigen	ADJA	vollwertig
vorbeigleitenden	ADJA	vorbeigleitend
vorbestimmten	ADJA	vorbestimmt
vorbestraften	ADJA	vorbestraft
vorbestrafter	ADJA	vorbestraft
vorbildlichen	ADJA	vorbildlich
vorderste	ADJA	vorder
vorgelassenen	ADJA	vorgelassen
vorgestellten	ADJA	vorgestellt
vorhergehenden	ADJA	vorhergehend
vorigen	ADJA	vorig
vornehme	ADJA	vornehm
vornehme	ADJA	vornehm
vornehmen	ADJA	vornehm
vornehmen	ADJA	vornehm
vornehmer	ADJA	vornehm
vorsichtige	ADJA	vorsichtig
vorsichtigen	ADJA	vorsichtig
vorsichtiger	ADJA	vorsichtig
Vorsitzende	NN	DISCARD
vorsitzenden	ADJA	vorsitzend
vortreffliche	ADJA	vortrefflich
vortrefflichen	ADJA	vortrefflich
vortrefflicher	ADJA	vortrefflich
vortrefflichste	ADJA	vortrefflich
vorurteilsabbauender	ADJA	vorurteilsabbauend
W.	APPR	DISCARD
wacher	ADJA	wach
wackere	ADJA	wacker
wackere	ADJA	wacker
wackeren	ADJA	wacker
wackerer	ADJA	wacker
waffenfähigen	ADJA	waffenfähig
waffenstarrenden	ADJA	waffenstarrend
wählenden	ADJA	wählend
wahnsinnige	ADJA	wahnsinnig
wahrhaften	ADJA	wahrhaft
wahrhaftigen	ADJA	wahrhaftig
wahrheitsliebenden	ADJA	wahrheitsliebend
wahrheitsliebender	ADJA	wahrheitsliebend
warmherzige	ADJA	warmherzig
warmherzige	ADJA	warmherzig
wartenden	ADJA	wartend
Wassermanns	NN	DISCARD
Webers	NN	DISCARD
weggejagte	ADJA	weggejagt
wehrfähigen	ADJA	wehrfähig
wehrhafte	ADJA	wehrhaft
wehrhaften	ADJA	wehrhaft
wehrlose	ADJA	wehrlos
wehrlose	ADJA	wehrlos
wehrlosen	ADJA	wehrlos
wehrloser	ADJA	wehrlos
wehrpflichtigen	ADJA	wehrpflichtig
weibische	ADJA	weibisch
weibischen	ADJA	weibisch
weibischer	ADJA	weibisch
weibliche	ADJA	weiblich
weiblichen	ADJA	weiblich
weiblichsten	ADJA	weiblich
weilende	ADJA	weilend
weinende	ADJA	weinend
weinenden	ADJA	weinend
weinenden	ADJA	weinend
weise	ADJA	weise
weisen	ADJA	weise
weisen	ADJA	weise
weiser	ADJA	weise
weiseste	ADJA	weise
weisesten	ADJA	weise
weisheitsvolle	ADJA	weisheitsvoll
weissagenden	ADJA	weissagend
Weißbeschürzte	ADJA	weißbeschürzt
weiße	ADJA	weiß
weiße	ADJA	weiß
Weiße	NN	weiß
weißen	ADJA	weiß
Weißen	ADJA	weiß
weißen	ADJA	weiß
Weißen	ADJA	weiß
weißer	ADJA	weiß
weißer	ADJA	weiß
Weißer	ADJA	weiß
weißgekleideten	ADJA	weißgekleidet
weißgelockten	ADJA	weißgelockt
weißhaarigen	ADJA	weißhaarig
weißhaarigen	ADJA	weißhaarig
weißhaariger	ADJA	weißhaariger
weitblickender	ADJA	weitblickend
weitem	ADJA	weit
weitere	ADJA	weit
weitere	ADJA	weit
weiteren	ADJA	weit
weitestblickenden	ADJA	weitestblickend
weitschreitende	ADJA	weitschreitend
welterfahrenen	ADJA	welterfahren
welterfahrener	ADJA	welterfahren
weltfremden	ADJA	weltfremd
weltschichtiger	ADJA	weltschichtig
weltungewandter	ADJA	weltungewandt
werdenden	ADJA	werdend
werktätige	ADJA	werktätig
werktätigen	ADJA	werktätig
werktätiger	ADJA	werktätig
werter	ADJA	wert
wertvolle	ADJA	wertvoll
wertvolle	ADJA	wertvoll
wertvollen	ADJA	wertvoll
westdeutschen	ADJA	westdeutsch
wettfiebernde	ADJA	wettfiebernd
Wichtige	NN	wichtig
wichtigen	ADJA	wichtig
wichtigste	ADJA	wichtig
wichtigsten	ADJA	wichtig
widerspenstigen	ADJA	widerspenstig
widerstandsloser	ADJA	widerstandslos
widerstrebende	ADJA	widerstrebend
Wiener	ADJA	Wiener
wildbärtige	ADJA	wildbärtig
wilde	ADJA	wild
wilden	ADJA	wild
wilden	ADJA	wild
Wilden	NN	wild
wilder	ADJA	wild
wildfremden	ADJA	wildfremd
wildfremder	ADJA	wildfremd
Willensstarke	ADJA	willensstark
willensstarken	ADJA	willensstark
winzige	ADJA	winzig
winziger	ADJA	winzig
wirkende	ADJA	wirkend
wirkende	ADJA	wirkend
wirkenden	ADJA	wirkend
wirkender	ADJA	wirkender
wirkliche	ADJA	wirklich
wirklichen	ADJA	wirklich
wirklichen	ADJA	wirklich
wirklicher	ADJA	wirklich
wirthschaftliche	ADJA	wirtschaftlich
wirtschaftende	ADJA	wirtschaftend
wischenden	ADJA	wischend
wissende	ADJA	wissend
wissenschaftliche	ADJA	wissenschaftlich
wissenschaftlichen	ADJA	wissenschaftlich
witzige	ADJA	witzig
witziger	ADJA	witzig
wohlbedächtigen	ADJA	wohlbedächtig
wohlbekannte	ADJA	wohlbekannt
wohlbeleibten	ADJA	wohlbeleibt
wohlerfahrener	ADJA	wohlerfahren
wohlerzogenen	ADJA	wohlerzogen
wohlerzogener	ADJA	wohlerzogen
wohlgelaunte	ADJA	wohlgelaunt
wohlgesinnten	ADJA	wohlgesinnt
wohlgestalten	ADJA	wohlgestaltet
wohlhabende	ADJA	wohlhabend
wohlhabende	ADJA	wohlhabend
Wohlhabende	NN	wohlhabend
wohlhabenden	ADJA	wohlhabend
wohlhabender	ADJA	wohlhabend
wohlsituierter	ADJA	wohlsituiert
wohltätige	ADJA	wohltätig
wohlverdienter	ADJA	wohlverdient
wohlwollenden	ADJA	wohlwollend
wohlwollender	ADJA	wohlwollend
wohnende	ADJA	wohnend
wohnenden	ADJA	wohnend
wohnhaften	ADJA	wohnhaft
wortkarge	ADJA	wortkarg
wortkargen	ADJA	wortkarg
wortreicher	ADJA	wortreich
wunderbare	ADJA	wunderbar
wunderbare	ADJA	wunderbar
wunderbaren	ADJA	wunderbar
wunderlichen	ADJA	wunderlich
wundersamen	ADJA	wundersam
wunderschöne	ADJA	wunderschön
wunderschöner	ADJA	wunderschön
wundervolle	ADJA	wundervoll
wundervollste	ADJA	wundervoll
würdevollen	ADJA	würdevoll
würdige	ADJA	würdig
Würdige	NN	würdig
würdiger	ADJA	würdig
würdigsten	ADJA	würdig
wuseligen	ADJA	wuselig
wüste	ADJA	wüst
wütige	ADJA	wütig
zähesten	ADJA	zäh
Zahllose	NN	DISCARD
zahllose	ADJA	zahllos
zahllosen	ADJA	zahllos
zahlloser	ADJA	zahllos
Zahlreiche	NN	DISCARD
zahlreiche	ADJA	zahlreich
zahlreiche	ADJA	zahlreich
zahlreichen	ADJA	zahlreich
zahlreichen	ADJA	zahlreich
zahlreicher	ADJA	zahlreicher
zahlreicher	ADJA	zahlreicher
zahme	ADJA	zahm
zahnloser	ADJA	zahnlos
zankenden	ADJA	zankend
zänkische	ADJA	zänkisch
zänkischen	ADJA	zänkisch
zänkischer	ADJA	zänkisch
zartbesaitete	ADJA	zartbesaitet
zarte	ADJA	zart
zarten	ADJA	zart
zehnte	ADJA	zehnt
zehnten	ADJA	zehnt
zerbrochenen	ADJA	zerbrochen
zerlumpte	ADJA	zerlumpt
zerlumpter	ADJA	zerlumpt
zerrissenen	ADJA	zerrissen
zerrütteten	VVFIN	zerrüttet
zerstreuter	ADJA	zerstreut
zerstückelten	ADJA	zerstückelt
zertrampelten	ADJA	zertrampelt
zierliche	ADJA	zierlich
zierliche	ADJA	zierlich
zierlichen	ADJA	zierlich
zitternder	ADJA	zitternder
zorngeröteter	ADJA	zorgerötet
zornig-eifersüchtigen	ADJA	zornig-eifersüchtig
zornige	ADJA	zornig
zornige	ADJA	zornig
zugehörige	ADJA	zugehörig
zugehörigen	ADJA	zugehörig
zugewandten	ADJA	zugewandt
zugreifender	ADJA	zugreifend
zukünftige	ADJA	zukünftig
zukünftigen	ADJA	zukünftig
zukünftigen	ADJA	zukünftig
zupackenden	ADJA	zupackend
zupackenden	ADJA	zupackend
zurückbleibenden	ADJA	zurückbleibend
zurückeroberte	ADJA	zurückerobert
zurückgezogene	ADJA	zurückgezogen
zurückhaltende	ADJA	zurückhaltend
zusammengebrochene	ADJA	zusammengebrochen
zusammengefallener	ADJA	zusammengefallen
zusammengespannter	ADJA	zusammengespannt
zuständige	ADJA	zuständig
zuständigen	ADJA	zuständig
zuverlässigen	ADJA	zuverlässig
zuverlässiger	ADJA	zuverlässig
zwanzigjährige	ADJA	n-jährig
zwanzigjährigen	ADJA	n-jährig
zwanzigjähriger	ADJA	n-jährig
zweier	ADJA	zweier
zweier	ADJA	zweier
zweifelhaften	ADJA	zweifelhaft
zweifelhafter	ADJA	zweifelhaft
zweimalhunderttausend	NN	DISCARD
zweite	ADJA	zweit
zweite	ADJA	zweit
zweiten	ADJA	zweit
zweiten	ADJA	zweit
zweiter	ADJA	zweit
zweiter	ADJA	zweit
zweitfeinste	ADJA	fein
zweitmächtigste	ADJA	zweitmächtig
zweitmächtigsten	ADJA	zweitmächtig
zweitmächtigster	ADJA	zweitmächtig
zweiundachtzigjährige	ADJA	n-jährig
zweiundvierzigjährigen	ADJA	n-jährig
